country,Electiondate,ev_count,EventViolence,ActorNameNew,Actor1Name,Actor1Type,TargetNameNew,Target1Name,Target1Type
Armenia,1995-07-05T00:00:00Z,1,1,Opposition Supporters,supporters of opposition banned parties,2,Party Supporters,supporters of pro-government coalition,3
Azerbaijan,2000-11-05T00:00:00Z,0,0,Opposition Supporters,supporters of opposition candidate Tofig Huseynov,2,Election Commission,electoral commission,5
Azerbaijan,2003-10-15T00:00:00Z,0,0,Opposition Supporters,supporters of opposition politician Rasul Guliyev,2,Government,Supreme Court,1
Papua New Guinea,1997-06-14T00:00:00Z,1,1,Opposition Supporters,supporters of rival candidate,3,Opposition Leaders,Opposition leader Roy Yaki,3
Papua New Guinea,2002-06-15T00:00:00Z,1,1,Opposition Supporters,supporters of rival candidate,3,Party Supporters,Pangu Party Supporters,3
Nepal,1999-05-03T00:00:00Z,1,1,Party Supporters,supporters of rival communist groups,2,Opposition Supporters,supporters of rival communist groups,2
Lebanon,1996-08-18T00:00:00Z,2,1,Party Supporters,supporters of rival Druze leaders,2,Opposition Supporters,supporters of rival Druze leaders,2
Egypt,2010-11-28T00:00:00Z,1,1,Party Supporters,Supporters of NDP candidate,2,Opposition Supporters,Supporters of rival NDP candidate,2
Nigeria,2011-04-09T00:00:00Z,1,1,Party Supporters,supporters of rival parties,2,Opposition Supporters,Supporters of rival parties,2
Bosnia and Herzegovina,1996-09-14T00:00:00Z,0,0,Civilians,veterans,2,Government,government,1
Senegal,2007-02-25T00:00:00Z,1,1,Party Supporters,Supporters presidential candidate Wade,2,Opposition Supporters,Supporters of rival presidential candidate Seck,2
Mali,1997-07-20T00:00:00Z,1,1,Political Activists,Anti government activists,3,Party Supporters,Supporters of ruling party,2
Philippines,1992-05-11T00:00:00Z,1,1,Party Supporters,supporters of Ramos,2,Party Supporters,supporters of Santiago,2
Ukraine,2004-10-31T00:00:00Z,2,1,Police,police,1,Election Observers,election observers,2
Mali,1997-08-03T00:00:00Z,1,1,Party Supporters,Supporters of ADEMA,2,Party Supporters,Supporters of Union for Democracy and Development,2
Ukraine,2007-09-30T00:00:00Z,0,0,Police,police,5,Military,special forces,1
Ukraine,2004-10-31T00:00:00Z,2,0,Police,police,1,Media,journalist,2
Zimbabwe,2000-06-24T00:00:00Z,1,0,Government ,Government,1,Opposition Party,Opposition,3
Ukraine,2004-11-21T00:00:00Z,2,1,Police,police,1,Media,journalist,2
Iran,2009-06-12T00:00:00Z,1,1,Party Supporters,Supporters Iranian government,2,Opposition Supporters,Supporters opposition reformist Mousavi,2
Sri Lanka,1994-08-16T00:00:00Z,1,1,Party Supporters,Supporters United National Party (UNP),2,Party Supporters,Supporters People's Alliance (PA),2
Benin,1991-03-24T00:00:00Z,2,1,Party Supporters,Supporters unseated president Kerekou,2,Party Supporters,Supporters president elect Soglo,2
Papua New Guinea,2002-06-15T00:00:00Z,2,1,Opposition Supporters,supporters of rival candidate,3,Opposition Supporters,supporters of rival candidate,3
Bangladesh,1996-02-15T00:00:00Z,1,1,Unknown,unknown,NA,Civilians,Truck driver,2
Turkey,1995-12-24T00:00:00Z,3,1,Unknown,Unknown,NA,Political Party,True Path Party,3
Egypt,2000-10-18T00:00:00Z,5,1,Opposition Supporters,Supporters of rival candidates,2,Opposition Supporters,Supporters of rival candidates,2
Egypt,2007-06-11T00:00:00Z,5,1,Opposition Supporters,Supporters of rival candidates,2,Opposition Supporters,Supporters of rival candidates,2
Egypt,2010-11-28T00:00:00Z,5,1,Opposition Supporters,Supporters of rival candidates,2,Opposition Supporters,Supporters of rival candidates,2
Pakistan,2002-10-10T00:00:00Z,1,1,Party Supporters,supporters of a cleric candidate,2,Opposition Supporters,supporters rival cleric (independent) candidate,2
Egypt,2010-11-28T00:00:00Z,1,1,Opposition Supporters,Supporters of rival candidates,2,Unknown,unknown,NA
Guinea,2010-11-07T00:00:00Z,1,1,Party Supporters,supporters UFDG,2,Party Supporters,Supporters RPG,2
Macedonia,1999-10-31T00:00:00Z,1,1,Party Supporters,Supporters governing coalition,2,Party Supporters,Supporters SDSM,2
Yemen,1997-04-27T00:00:00Z,0,0,Military,security forces,1,Political Activists,activists,3
Jordan,2010-11-09T00:00:00Z,1,1,Opposition Supporters,supporters of rival candidates,2,Opposition Supporters,supporters of rival candidate,2
Guinea,2010-11-07T00:00:00Z,6,1,Party Supporters,supporters RPG,2,Party Supporters,supporters UFDG,2
Lebanon,1996-08-18T00:00:00Z,10,1,Opposition Supporters,supporters of rival candidates,2,Opposition Supporters,supporters of rival candidates,2
Nigeria,2007-04-21T00:00:00Z,1,1,Unknown,Unknown,NA,Civilians,Turkish enigneers,2
Guinea-Bissau,2012-03-18T00:00:00Z,0,0,Political Candidate,presidential candidates,3,Government,Supreme Court,5
Kyrgyzstan,2005-03-13T00:00:00Z,0,0,Party Supporters,candidate supporters,2,Government,supreme court,1
India,2004-04-20T00:00:00Z,0,0,Government Workers,government workers,1,Government,supreme court,1
Bangladesh,2001-10-01T00:00:00Z,2,1,Opposition Party,rivals of AL,2,Party Supporters,supporters AL,2
Pakistan,2008-02-18T00:00:00Z,0,0,Party Supporters,PML-N Sharif's supporters,2,Government,Supreme Court,1
Rwanda,2010-08-09T00:00:00Z,0,0,Civilians,Village leaders,2,Civilians,Citizens,2
India,1996-04-27T00:00:00Z,1,1,Civilians,villagers,2,Government Officials,Chief Minister Jayalalitha Jayaram,1
Papua New Guinea,1992-06-13T00:00:00Z,10,1,Opposition Supporters,supporters of rival candidates,3,Opposition Supporters,supporters of rival candidates,3
Iraq,2005-12-15T00:00:00Z,1,1,Unknown,unknown,NA,Building,Turkmen Front party office,3
Ukraine,2004-11-21T00:00:00Z,0,0,Party Supporters,Yushchenko supporters,2,Government,supreme court,1
Indonesia,1999-06-07T00:00:00Z,1,1,Civilians,villagers,2,Party Supporters,Golkar supporters,2
India,1999-09-05T00:00:00Z,1,1,Civilians,villagers,2,Government,Government,1
Peru,1990-06-10T00:00:00Z,1,1,Terrorist Group,Shining Path members,4,Civilians,Voters,2
Zimbabwe,2008-03-29T00:00:00Z,1,1,Government ,Government,1,Opposition Party,Opposition,3
Nicaragua,1996-10-20T00:00:00Z,0,0,Party Members,Sandinista lawmakers,3,Election Commission,Supreme Electoral Council,1
Venezuela,2000-07-30T00:00:00Z,0,0,Party Supporters,Chavez supporters,2,Government,supreme tribunal of justice,1
Venezuela,2004-08-15T00:00:00Z,0,0,Party Supporters,Chavez supporters,2,Government,supreme tribunal of justice,1
Kyrgyzstan,2005-02-27T00:00:00Z,0,0,Civilians,villagers,2,Government,government,1
Sudan,2010-04-11T00:00:00Z,0,0,Political Party,The Sudan People's Liberation Movement,1,Government,Government,1
Indonesia,1997-05-29T00:00:00Z,1,1,Party Supporters,Megawati (PDI) supporters,2,Party Supporters,Suryadi (PDI) supporters,2
Ukraine,2004-11-21T00:00:00Z,1,0,Police,police,1,Media,journalists,2
Ukraine,2010-02-07T00:00:00Z,1,0,Police,police,1,Media,journalists,2
Ukraine,2010-02-07T00:00:00Z,1,1,Police,police,1,Media,journalists,2
Ukraine,2004-10-31T00:00:00Z,0,0,Police,police,1,Media,newspaper publisher,2
Ukraine,2012-10-28T00:00:00Z,1,1,Police,Riot police,1,Opposition Supporters,opposition supporters,2
Ukraine,2002-03-31T00:00:00Z,1,1,Police,police,1,Political Activists,Our Ukraine activist,3
Ukraine,1998-03-29T00:00:00Z,0,0,Police,police,1,Political Candidate,parliamentary candidate,3
Ukraine,2004-10-31T00:00:00Z,0,0,Police,police,1,Political Activists,Pora activists,3
Ukraine,2004-10-31T00:00:00Z,1,1,Police,police,1,Party Members,Pora members,3
Ukraine,2010-01-17T00:00:00Z,9,1,Police,police,1,Protestors,protesters,2
Ukraine,2007-09-30T00:00:00Z,0,0,Police,police,1,Military,special forces,1
Egypt,1995-11-29T00:00:00Z,1,1,Civilians,Villagers,2,Political Candidate,Government candidate Mustafa el-Saeed,1
Ukraine,2004-11-21T00:00:00Z,1,1,Police,police,1,Students,student,2
Ukraine,2004-11-21T00:00:00Z,0,0,Police,police,1,Students,student activists,2
Yemen,2012-02-21T00:00:00Z,1,1,Military,Security forces,1,Protestors,Anti-Salah protestors,2
Ukraine,2004-11-21T00:00:00Z,1,0,Police,police,1,Students,students,2
Senegal,1993-02-21T00:00:00Z,2,1,Military,Soldiers,1,Militant Group,Separatist guerrillas,4
India,1999-09-05T00:00:00Z,0,0,Civilians,villagers,2,Government,Indian government,1
Ukraine,1999-10-31T00:00:00Z,1,0,Police,police,1,Civilians,suspect,NA
Iraq,2005-01-30T00:00:00Z,0,0,United States,US troops,5,Civilians,Suspected men,NA
Ukraine,2010-01-17T00:00:00Z,1,0,Police,police,1,Civilians,suspect,2
Ukraine,1999-10-31T00:00:00Z,0,0,Police,police,1,Civilians,suspects,2
Ukraine,2004-10-31T00:00:00Z,0,0,Police,police,1,Civilians,watchdog group worker,5
Sri Lanka,2005-11-17T00:00:00Z,1,1,Unknown,unknown,NA,LTTE,LTTE,4
Yemen,2012-02-21T00:00:00Z,1,1,Military,Republican guards,1,Protestors,Anti-Saleh protestors,2
Kyrgyzstan,2011-10-30T00:00:00Z,0,0,Military,security forces,1,Terrorist Group,terrorist suspects,NA
Ukraine,2004-10-31T00:00:00Z,0,0,Police,police,1,Political Activists,Yushchenko campaign activist,2
Iraq,2005-01-30T00:00:00Z,2,1,United States,US troops,5,Terrorist Group,terrorists,4
Turkey,1999-04-18T00:00:00Z,1,1,Military,Security Forces,1,Terrorist Group,Terrorists,4
Iraq,2005-01-30T00:00:00Z,1,1,United States,US Troops,5,Al-Qaeda,Zarqawi,4
Iraq,2005-01-30T00:00:00Z,2,1,United States,US troops,5,Al-Qaeda,Zarqawi group,4
Ukraine,2004-10-31T00:00:00Z,0,0,Police,police,1,Government Workers,Yushchenko campaign observers,2
Ukraine,2004-10-31T00:00:00Z,0,0,Police,police,1,Government Workers,Yushchenko canvassers,2
Uzbekistan,2009-12-27T00:00:00Z,1,1,Police,authorities,1,Media,journalists,2
Uzbekistan,2004-12-26T00:00:00Z,1,1,Police,Police,1,Civilians,traders,2
Venezuela,2012-10-07T00:00:00Z,0,0,Police,police,1,United States,alleged US mercenary,5
Venezuela,2005-12-04T00:00:00Z,1,1,Police,police,1,Civilians,armed civilians,2
Venezuela,2010-09-26T00:00:00Z,0,0,Police,police,1,Former Government,former presidential candidate,3
Venezuela,2012-10-07T00:00:00Z,9,1,Police,police,1,Protestors,protesters,2
Venezuela,2012-10-07T00:00:00Z,1,1,Police,police,1,Civilians,suspect,2
Yemen,2012-02-21T00:00:00Z,7,1,Military,Security forces,1,Civilians,Civilians,2
Venezuela,2010-09-26T00:00:00Z,0,0,Police,police,1,Terrorist Group,suspected terrorist,4
Venezuela,2010-09-26T00:00:00Z,0,0,Police,police,1,Civilians,voters,2
Vietnam,2007-05-20T00:00:00Z,0,0,Police,police,1,Political Activists,Bloc 8406 pro-democracy activists,2
Vietnam,2007-05-20T00:00:00Z,0,0,Police,police,1,Civilians,civilian,2
Vietnam,2002-05-19T00:00:00Z,0,0,Police,police,1,Political Activists,democracy activist,2
Zimbabwe,2008-06-27T00:00:00Z,1,0,Government ,Government,1,Opposition Party,Opposition,3
Armenia,2003-02-19T00:00:00Z,1,1,Unknown,unknown,NA,Media,TV company Shant crew,2
Lebanon,2005-05-28T00:00:00Z,0,0,Party Supporters,Hezbollah supporters,2,Foreign Entities,Syria's presence in Lebanon,5
Russia,2012-03-04T00:00:00Z,0,0,Opposition Activists,Opposition party activists,3,Government,government,1
Lebanon,2005-05-28T00:00:00Z,1,1,Party Supporters,Hariri supporters,2,Civilians,Syrian workers,2
Lebanon,2005-05-28T00:00:00Z,0,0,Party Supporters,Hariri supporters,2,Civilians,Syrians,2
Honduras,2009-11-29T00:00:00Z,1,1,Unknown,unknown,NA,Media,tv station,2
India,1999-09-05T00:00:00Z,1,1,Civilians,villagers,2,Government Officials,officials,1
Vietnam,2007-05-20T00:00:00Z,0,0,Police,police,1,Political Activists,pro-democracy activists,2
Egypt,2000-10-29T00:00:00Z,1,1,Civilians,Villagers,2,Police,Police,1
Yemen,2012-02-21T00:00:00Z,10,1,Militant Group,Southern Movement militants,4,Building,Polling station,1
Yemen,2006-09-20T00:00:00Z,0,0,Police,authorities,1,Political Activists,activists,3
Yemen,2012-02-21T00:00:00Z,1,1,Militant Group,Southern Movement militants,4,Political Activists,Pro-election activists,2
Iraq,2005-01-30T00:00:00Z,1,1,Unknown,Unknown,NA,Military,Two national guardsmen,5
Yemen,2012-02-21T00:00:00Z,2,1,Militant Group,Southern Movement militants,4,Military,Security forces,1
Mexico,2006-07-02T00:00:00Z,1,1,Unknown,unknown,NA,Election Workers,two poll workers,1
Taiwan,1992-12-19T00:00:00Z,0,0,Political Party,United Patriotic Association,3,Military,pro-independence forces,3
Yemen,2012-02-21T00:00:00Z,1,1,Militant Group,Southern Movement militants,4,Military,Soldier,1
Zimbabwe,2000-06-24T00:00:00Z,1,1,Militant Group,Ruling party militias,3,Civilians,Citizens,2
Zimbabwe,2002-03-09T00:00:00Z,1,1,Militant Group,Ruling Party Militias,3,Civilians,Citizens,2
Zimbabwe,2008-03-29T00:00:00Z,0,0,Government ,Government,1,Opposition Activists,Opposition Activists,3
Zimbabwe,2008-06-27T00:00:00Z,1,1,Militant Group,Ruling Party Militias,3,Civilians,Farmers,2
Zimbabwe,2008-06-27T00:00:00Z,1,1,Militant Group,Ruling Party Militias,3,Foreign Entities,Foreign Diplomats,5
Yemen,1997-04-27T00:00:00Z,0,0,Police,police,1,Opposition Party,four-party opposition,3
Yemen,1997-04-27T00:00:00Z,0,0,Police,authorities,1,Building,RAY office,3
Zimbabwe,1995-04-08T00:00:00Z,0,0,Government ,Government,1,Opposition Candidate,Opposition candidate,3
Zimbabwe,2005-03-31T00:00:00Z,0,0,Government ,Government,1,Opposition Party,Opposition lawmaker,3
Papua New Guinea,1997-06-14T00:00:00Z,10,1,Opposition Supporters,supporters of rival candidates,3,Opposition Supporters,supporters of rival candidates,3
Iran,2001-06-08T00:00:00Z,1,1,Party Supporters,Tavakoli supporters,2,Opposition Supporters,Tavakoli opponents,2
India,1999-09-05T00:00:00Z,0,0,Civilians,villagers,2,Military,security forces,1
Guatemala,1995-11-12T00:00:00Z,1,1,Unknown,unknown,NA,United Nations,U.N. building,5
Ukraine,2012-10-28T00:00:00Z,1,1,Unknown,Unknown,NA,Political Candidate,UDAR party candidate,3
Zimbabwe,2002-03-09T00:00:00Z,1,1,Militant Group,Ruling party militias,3,Media,Independent journalists,2
South Africa,1999-06-02T00:00:00Z,1,1,Unknown,Unknown,NA,Party Leaders,UDM leader,3
Yemen,1997-04-27T00:00:00Z,0,0,Police,authorities,1,Party Members,RAY party member,3
Zimbabwe,2008-03-29T00:00:00Z,1,1,Militant Group,Ruling Party Militias,3,Political Candidate,Independent Presidential Candidate Makoni,3
Yemen,2012-02-21T00:00:00Z,1,1,Police,Police,1,Militant Group,Southern Movement militants,4
Zimbabwe,2002-03-09T00:00:00Z,1,1,Militant Group,Ruling Party Militias,3,Party Members,Labor Federation Member,5
Yemen,2012-02-21T00:00:00Z,1,0,Police,Police,1,Militant Group,Southern Movement militants,4
Zambia,1991-10-31T00:00:00Z,1,1,Police,Police,1,Civilians,Copper Mine Managers,2
Zimbabwe,2002-03-09T00:00:00Z,1,1,Militant Group,Ruling Party Militias,3,Party Members,MDC members,3
Zimbabwe,2008-03-29T00:00:00Z,0,0,Government ,Government,1,Opposition Party,Opposition lawyer,3
South Africa,1999-06-02T00:00:00Z,4,1,Unknown,Unknown,NA,Party Members,UDM politician,3
Zambia,2001-12-27T00:00:00Z,0,0,Police,Police,1,Party Members,FDD member,3
Zimbabwe,2002-03-09T00:00:00Z,2,1,Militant Group,MDC militias,4,Election Officials,MDC election officials,3
Moldova,2005-03-06T00:00:00Z,0,0,Media,Journalists,2,Media,Teleradio-Moldova company,1
Algeria,1991-12-26T00:00:00Z,0,0,Opposition Party,Salvation Front/Opposition,3,Government,Government,1
Indonesia,1997-05-29T00:00:00Z,1,1,Civilians,villagers,2,Civilians,villagers,2
Mexico,2006-07-02T00:00:00Z,0,0,Party Supporters,supporters of Lopez Obrador,2,Media,"Televisa, television network",2
Zimbabwe,2002-03-09T00:00:00Z,0,0,Government ,Government,1,Opposition Leaders,Opposition Leader Tsvangirai,3
Zimbabwe,2000-06-24T00:00:00Z,1,1,Militant Group,Ruling party militias,3,Election Officials,Oposition election officials,3
Zimbabwe,2002-03-09T00:00:00Z,2,1,Militant Group,Ruling Party Militias,3,Opposition Activists,Opposition Activist,3
Zimbabwe,1995-04-08T00:00:00Z,0,0,Government ,Government,1,Opposition Party,Opposition member,3
South Africa,1999-06-02T00:00:00Z,1,1,Unknown,Unknown,NA,Party Supporters,UDM Supporters,2
India,1999-09-05T00:00:00Z,1,1,Party Workers,Congress party workers,3,Political Activists,Telugu Desam Party activists,3
Zambia,1996-11-18T00:00:00Z,0,0,Police,Police,1,Party Members,LPF member,3
Zimbabwe,2008-06-27T00:00:00Z,2,1,Militant Group,Ruling Party Militias,3,Opposition Party,Opposition Lawmaker,3
Zimbabwe,2000-06-24T00:00:00Z,1,1,Militant Group,Ruling party militias,3,Opposition Party,Opposition MDC Party,3
Zimbabwe,2000-06-24T00:00:00Z,2,1,Militant Group,Ruling party militias,3,Opposition Party,Opposition member,3
India,1996-04-27T00:00:00Z,1,1,Political Activists,political activists,3,Party Supporters,Telugu Desam Party supporter,2
India,2004-04-20T00:00:00Z,1,1,Party Supporters,Congress Party supporters,2,Government Workers,Telugu Desam Party worker,1
Zimbabwe,2002-03-09T00:00:00Z,1,1,Militant Group,Ruling party militias,3,Opposition Party,Opposition Member,3
Russia,2007-12-02T00:00:00Z,0,0,Government Workers,Russian prosecutor,1,Civilians,ten suspects in the contract killing of Anna Politkovskaya,5
Zambia,2011-09-20T00:00:00Z,0,0,Police,Police,1,Party Members,MMD members,3
Yemen,2012-02-21T00:00:00Z,1,1,Military,Loyalist troops,1,Military,Dissident troops,1
Iraq,2005-01-30T00:00:00Z,1,1,United States,US troops,5,Al-Qaeda,Zarqwai loyals,4
Yemen,2012-02-21T00:00:00Z,1,1,Military,Republican guards,1,Military,Dissident troops,2
Sri Lanka,2005-11-17T00:00:00Z,2,1,LTTE,LTTE,4,LTTE,LTTE breakaway faction,4
Thailand,2001-01-06T00:00:00Z,0,0,Civilians,villagers from Thailand's northeast,2,Government,Chuan Leekpai's government,1
South Africa,1999-06-02T00:00:00Z,1,1,Unknown,Unknown,NA,Party Supporters,UDM supporters,3
Thailand,2001-01-06T00:00:00Z,0,0,Media,iTV station staff,2,Government Leader,Thaksin Shinawatra,3
Thailand,2001-01-06T00:00:00Z,0,0,Civilians,villagers from Thailand's northeast,2,Political Candidate,elections candidates,3
Togo,1994-02-06T00:00:00Z,0,0,Civilians,Voter,2,Civilians,Voter,2
Thailand,2006-04-02T00:00:00Z,1,1,Party Members,Democrat Party members,3,Government Leader,Thaksin Shinawatra,1
Thailand,2006-04-02T00:00:00Z,0,0,Election Officials,local election officials,2,Government Leader,Thaksin Shinawatra,1
Egypt,2005-09-07T00:00:00Z,0,0,Opposition Party,Secular oppostion groups,3,Government,Government,1
South Africa,1999-06-02T00:00:00Z,1,1,Civilians,Voter,NA,Police,Police,1
Senegal,2012-02-26T00:00:00Z,0,0,Opposition Party,Senegal's opposition,3,Government,Government,1
Guinea,2010-11-07T00:00:00Z,0,0,Unknown,unknown,NA,Political Party,UFDG,3
Zimbabwe,2000-06-24T00:00:00Z,1,1,Militant Group,Ruling party militias,3,Opposition Party,Opposition members,3
Mexico,2006-07-02T00:00:00Z,0,0,Party Supporters,supporters of Lopez Obrador,2,Building,the central office of the British bank HSBC.,2
Mexico,2006-07-02T00:00:00Z,0,0,Party Supporters,supporters of Lopez Obrador,2,Building,the central office of the Mexican-owned Bancomer,2
Zimbabwe,2002-03-09T00:00:00Z,6,1,Militant Group,Ruling Party Militias,3,Opposition Party,Opposition Members,3
Zambia,2001-12-27T00:00:00Z,0,0,Police,Police,1,Opposition Leaders,Opposition party leader,3
Ukraine,1999-10-31T00:00:00Z,1,1,Unknown,unknown,NA,Party Members,Ukraine Democratic Party member,3
Ukraine,2004-10-31T00:00:00Z,1,1,Unknown,unknown,NA,Government,Ukrainian government,1
Zambia,2006-09-28T00:00:00Z,0,0,Police,Police,1,Opposition Leaders,Opposition party leader,3
Kenya,2007-12-27T00:00:00Z,0,0,Civilians,Voter Keya,2,Government,"Kibaki, Odinga",1
